Site,Date,Weather,Temperature,Time,Treatment,Plant,Position,Plant_Species,Height(meters),0(percent herbivory),less10(percent herbivory),10to50(percent herbivory),>greater50(percent herbivory),100(percent herbivory),herb_leaves,total_leaves,Stress,Total_Herbivory,Herbivory_not_including_100,Herbiv.AT,Plot_Classification
1JM1,31-May,partly cloudy,69,15:55,CasSylCelIgu,1,Outside,CasSyl,0.5,15,0,0,0,0,0,15,No,0,0,0,Hetero.diff
1JM1,31-May,partly cloudy,69,15:55,CasSylCelIgu,1,Outside,CasSyl,0.5,6,4,1,1,6,6,18,No,0.413888889,0.120833333,0.120833333,Hetero.diff
1JM1,31-May,partly cloudy,69,15:55,CasSylCelIgu,2,Inside,CasSyl,0.6,14,1,0,0,2,1,17,No,0.123529412,0.006666667,0.006666667,Hetero.diff
1JM1,31-May,partly cloudy,69,15:55,CasSylCelIgu,2,Inside,CasSyl,0.6,8,5,0,0,0,5,13,No,0.038461538,0.038461538,0.038461538,Hetero.diff
1JM1,31-May,partly cloudy,69,15:55,CasSylCelIgu,2,Inside,CasSyl,0.6,14,3,0,0,3,3,20,No,0.165,0.017647059,0.017647059,Hetero.diff
1JM1,2-Jun,sunny,78,15:40,AcnArbCasSyl,3,Outside,CasSyl,0.8,8,0,0,0,10,0,18,No,0.555555556,0,0,Hetero.diff
1JM1,2-Jun,sunny,78,15:40,AcnArbCasSyl,3,Outside,CasSyl,0.8,0,0,0,0,20,0,20,No,1,0,0,Hetero.diff
1JM1,2-Jun,sunny,78,15:40,AcnArbCasSyl,3,Outside,CasSyl,0.8,16,1,0,0,0,1,17,No,0.005882353,0.005882353,0.005882353,Hetero.diff
1JM1,2-Jun,sunny,78,15:40,AcnArbCasSyl,4,Inside,CasSyl,0.7,20,2,0,0,1,2,23,No,0.052173913,0.009090909,0.009090909,Hetero.diff
1JM1,2-Jun,sunny,78,15:40,AcnArbCasSyl,4,Inside,CasSyl,0.7,16,2,0,0,0,2,18,No,0.011111111,0.011111111,0.011111111,Hetero.diff
1JM1,2-Jun,sunny,78,15:40,AcnArbCasSyl,4,Inside,CasSyl,0.7,15,0,1,0,2,1,18,No,0.127777778,0.01875,0.01875,Hetero.diff
1JM1,2-Jun,sunny,78,16:13,CapBacCasSyl,3,Outside,CasSyl,1,10,0,0,0,0,0,10,Yes,0,0,0,Hetero.diff
1JM1,2-Jun,sunny,78,16:13,CapBacCasSyl,3,Outside,CasSyl,1,4,0,0,0,11,0,15,Yes,0.733333333,0,0,Hetero.diff
1JM1,2-Jun,sunny,78,16:13,CapBacCasSyl,3,Outside,CasSyl,1,9,0,0,0,1,0,10,Yes,0.1,0,0,Hetero.diff
1JM1,2-Jun,sunny,78,16:13,CapBacCasSyl,4,Inside,CasSyl,0.7,16,1,1,0,0,2,18,Yes,0.022222222,0.022222222,0.022222222,Hetero.diff
1JM1,2-Jun,sunny,78,16:13,CapBacCasSyl,4,Inside,CasSyl,0.7,14,0,0,0,1,0,15,Yes,0.066666667,0,0,Hetero.diff
1JM1,2-Jun,sunny,78,16:13,CapBacCasSyl,4,Inside,CasSyl,0.7,14,2,0,0,6,2,22,Yes,0.281818182,0.0125,0.0125,Hetero.diff
3SS,31-May,cloudy,62,9:32,CasSyl,1,Outside,CasSyl,0.8,13,3,1,1,1,5,19,No,0.123684211,0.075,0.075,Intra
3SS,31-May,cloudy,62,9:32,CasSyl,1,Outside,CasSyl,0.8,0,2,0,0,3,2,5,No,0.64,0.1,0.1,Intra
3SS,31-May,cloudy,62,9:32,CasSyl,1,Outside,CasSyl,0.8,17,0,0,0,1,0,18,No,0.055555556,0,0,Intra
3SS,31-May,cloudy,62,9:32,CasSyl,2,Inside,CasSyl,0.7,20,1,0,1,0,2,22,No,0.038636364,0.038636364,0.038636364,Intra
3SS,31-May,cloudy,62,9:32,CasSyl,2,Inside,CasSyl,0.7,21,1,0,0,0,1,22,No,0.004545455,0.004545455,0.004545455,Intra
3SS,31-May,cloudy,62,9:32,CasSyl,2,Inside,CasSyl,0.7,17,3,4,0,0,7,24,No,0.0625,0.0625,0.0625,Intra
3SS,31-May,cloudy,62,9:32,CasSyl,3,Inside,CasSyl,1.1,16,0,0,0,0,0,16,No,0,0,0,Intra
3SS,31-May,cloudy,62,9:32,CasSyl,3,Inside,CasSyl,1.1,14,0,1,2,1,3,18,No,0.155555556,0.105882353,0.105882353,Intra
3SS,31-May,cloudy,62,9:32,CasSyl,3,Inside,CasSyl,1.1,11,1,0,0,0,1,12,No,0.008333333,0.008333333,0.008333333,Intra
3SS,31-May,cloudy,62,9:32,CasSyl,4,Inside,CasSyl,1.1,16,2,0,0,0,2,18,No,0.011111111,0.011111111,0.011111111,Intra
3SS,31-May,cloudy,62,9:32,CasSyl,4,Inside,CasSyl,1.1,17,0,0,0,1,0,18,No,0.055555556,0,0,Intra
3SS,31-May,cloudy,62,9:32,CasSyl,4,Inside,CasSyl,1.1,18,0,2,0,0,2,20,No,0.03,0.03,0.03,Intra
3SS,1-Jun,cloudy,61,11:35,CapBacCasSyl,1,Outside,CasSyl,0.8,10,4,1,4,3,9,22,No,0.304545455,0.194736842,0.194736842,Hetero.diff
3SS,1-Jun,cloudy,61,11:35,CapBacCasSyl,1,Outside,CasSyl,0.8,1,3,3,0,8,6,15,No,0.613333333,0.171428571,0.171428571,Hetero.diff
3SS,1-Jun,cloudy,61,11:35,CapBacCasSyl,1,Outside,CasSyl,0.8,10,2,4,2,5,8,23,No,0.343478261,0.161111111,0.161111111,Hetero.diff
3SS,1-Jun,cloudy,61,11:35,CapBacCasSyl,2,Inside,CasSyl,0.7,13,1,0,0,0,1,14,No,0.007142857,0.007142857,0.007142857,Hetero.diff
3SS,1-Jun,cloudy,61,11:35,CapBacCasSyl,2,Inside,CasSyl,0.7,9,6,0,0,2,6,17,No,0.152941176,0.04,0.04,Hetero.diff
3SS,1-Jun,cloudy,61,11:35,CapBacCasSyl,2,Inside,CasSyl,0.7,8,2,0,2,0,4,12,No,0.141666667,0.141666667,0.141666667,Hetero.diff
3SS,1-Jun,partly cloudy,71,15:10,AcnArbCasSyl,3,Outside,CasSyl,0.8,21,0,0,0,2,0,23,No,0.086956522,0,0,Hetero.diff
3SS,1-Jun,partly cloudy,71,15:10,AcnArbCasSyl,3,Outside,CasSyl,0.8,15,0,0,0,0,0,15,No,0,0,0,Hetero.diff
3SS,1-Jun,partly cloudy,71,15:10,AcnArbCasSyl,3,Outside,CasSyl,0.8,17,1,0,0,1,1,19,No,0.057894737,0.005555556,0.005555556,Hetero.diff
3SS,1-Jun,partly cloudy,71,15:10,AcnArbCasSyl,4,Inside,CasSyl,1.1,13,0,0,0,0,0,13,No,0,0,0,Hetero.diff
3SS,1-Jun,partly cloudy,71,15:10,AcnArbCasSyl,4,Inside,CasSyl,1.1,11,1,0,0,0,1,12,No,0.008333333,0.008333333,0.008333333,Hetero.diff
3SS,1-Jun,partly cloudy,71,15:10,AcnArbCasSyl,4,Inside,CasSyl,1.1,15,1,0,0,0,1,16,No,0.00625,0.00625,0.00625,Hetero.diff
3SS,1-Jun,sunny,71,15:45,CasSylCelIgu,1,Outside,CasSyl,1,18,2,3,0,0,5,23,No,0.047826087,0.047826087,0.047826087,Hetero.diff
3SS,1-Jun,sunny,71,15:45,CasSylCelIgu,1,Outside,CasSyl,1,17,3,0,0,0,3,20,No,0.015,0.015,0.015,Hetero.diff
3SS,1-Jun,sunny,71,15:45,CasSylCelIgu,1,Outside,CasSyl,1,20,2,1,0,1,3,24,No,0.0625,0.02173913,0.02173913,Hetero.diff
3SS,1-Jun,sunny,71,15:45,CasSylCelIgu,2,Inside,CasSyl,0.9,19,0,0,0,1,0,20,No,0.05,0,0,Hetero.diff
3SS,1-Jun,sunny,71,15:45,CasSylCelIgu,2,Inside,CasSyl,0.9,14,1,0,0,0,1,15,No,0.006666667,0.006666667,0.006666667,Hetero.diff
3SS,1-Jun,sunny,71,15:45,CasSylCelIgu,2,Inside,CasSyl,0.9,18,0,0,0,0,0,18,No,0,0,0,Hetero.diff
3SS,5-Jun,sunny,66,10:05,CasDecCasSyl,3,Outside,CasSyl,1,12,0,3,0,2,3,17,No,0.170588235,0.06,0.06,Hetero.same
3SS,5-Jun,sunny,66,10:05,CasDecCasSyl,3,Outside,CasSyl,1,14,0,0,0,0,0,14,No,0,0,0,Hetero.same
3SS,5-Jun,sunny,66,10:05,CasDecCasSyl,3,Outside,CasSyl,1,12,2,4,0,0,6,18,No,0.077777778,0.077777778,0.077777778,Hetero.same
3SS,5-Jun,sunny,66,10:05,CasDecCasSyl,4,Inside,CasSyl,1,17,0,0,0,0,0,17,No,0,0,0,Hetero.same
3SS,5-Jun,sunny,66,10:05,CasDecCasSyl,4,Inside,CasSyl,1,12,0,0,0,13,0,25,No,0.52,0,0,Hetero.same
3SS,5-Jun,sunny,66,10:05,CasDecCasSyl,4,Inside,CasSyl,1,3,0,2,0,13,2,18,No,0.755555556,0.12,0.12,Hetero.same
3SS,5-Jun,sunny,66,10:16,All,3,Outside,CasSyl,0.9,7,2,3,0,1,5,13,Yes,0.161538462,0.091666667,0.091666667,Hetero.All
3SS,5-Jun,sunny,66,10:16,All,3,Outside,CasSyl,0.9,11,0,0,0,3,0,14,Yes,0.214285714,0,0,Hetero.All
3SS,5-Jun,sunny,66,10:16,All,3,Outside,CasSyl,0.9,5,1,2,2,7,5,17,Yes,0.541176471,0.22,0.22,Hetero.All
3SS,5-Jun,sunny,66,10:16,All,12,Outside,CasSyl,0.8,13,1,1,0,7,2,22,Yes,0.336363636,0.026666667,0.026666667,Hetero.All
3SS,5-Jun,sunny,66,10:16,All,12,Outside,CasSyl,0.8,17,0,0,0,4,0,21,Yes,0.19047619,0,0,Hetero.All
3SS,5-Jun,sunny,66,10:16,All,12,Outside,CasSyl,0.8,9,0,0,0,3,0,12,Yes,0.25,0,0,Hetero.All
3SS,5-Jun,sunny,66,10:30,CasSylTreMic,3,Outside,CasSyl,1.1,14,1,0,0,0,1,15,No,0.006666667,0.006666667,0.006666667,Hetero.diff
3SS,5-Jun,sunny,66,10:30,CasSylTreMic,3,Outside,CasSyl,1.1,17,0,0,0,0,0,17,No,0,0,0,Hetero.diff
3SS,5-Jun,sunny,66,10:30,CasSylTreMic,3,Outside,CasSyl,1.1,16,0,0,0,0,0,16,No,0,0,0,Hetero.diff
3SS,5-Jun,sunny,66,10:30,CasSylTreMic,4,Inside,CasSyl,1.1,11,1,0,0,0,1,12,No,0.008333333,0.008333333,0.008333333,Hetero.diff
3SS,5-Jun,sunny,66,10:30,CasSylTreMic,4,Inside,CasSyl,1.1,18,0,0,0,0,0,18,No,0,0,0,Hetero.diff
3SS,5-Jun,sunny,66,10:30,CasSylTreMic,4,Inside,CasSyl,1.1,13,2,0,1,0,3,16,No,0.059375,0.059375,0.059375,Hetero.diff
6PF2,2-Jun,cloudy,58,9:10,CapBacCasSyl,1,Outside,CasSyl,0.8,8,0,3,0,1,3,12,No,0.158333333,0.081818182,0.081818182,Hetero.diff
6PF2,2-Jun,cloudy,58,9:10,CapBacCasSyl,1,Outside,CasSyl,0.8,11,2,0,0,1,2,14,No,0.085714286,0.015384615,0.015384615,Hetero.diff
6PF2,2-Jun,cloudy,58,9:10,CapBacCasSyl,1,Outside,CasSyl,0.8,5,4,5,0,0,9,14,No,0.135714286,0.135714286,0.135714286,Hetero.diff
6PF2,2-Jun,cloudy,58,9:10,CapBacCasSyl,2,Inside,CasSyl,0.9,9,3,2,0,0,5,14,No,0.064285714,0.064285714,0.064285714,Hetero.diff
6PF2,2-Jun,cloudy,58,9:10,CapBacCasSyl,2,Inside,CasSyl,0.9,13,1,0,0,0,1,14,No,0.007142857,0.007142857,0.007142857,Hetero.diff
6PF2,2-Jun,cloudy,58,9:10,CapBacCasSyl,2,Inside,CasSyl,0.9,2,6,2,0,1,8,11,No,0.2,0.12,0.12,Hetero.diff
6PF2,2-Jun,cloudy,58,9:45,CasSylTreMic,1,Outside,CasSyl,1.1,14,0,1,0,0,1,15,No,0.02,0.02,0.02,Hetero.diff
6PF2,2-Jun,cloudy,58,9:45,CasSylTreMic,1,Outside,CasSyl,1.1,12,1,2,0,0,3,15,No,0.046666667,0.046666667,0.046666667,Hetero.diff
6PF2,2-Jun,cloudy,58,9:45,CasSylTreMic,1,Outside,CasSyl,1.1,7,0,4,1,8,5,20,No,0.4975,0.1625,0.1625,Hetero.diff
6PF2,2-Jun,cloudy,58,9:45,CasSylTreMic,2,Inside,CasSyl,0.9,13,0,3,0,0,3,16,No,0.05625,0.05625,0.05625,Hetero.diff
6PF2,2-Jun,cloudy,58,9:45,CasSylTreMic,2,Inside,CasSyl,0.9,5,1,2,0,7,3,15,No,0.513333333,0.0875,0.0875,Hetero.diff
6PF2,2-Jun,cloudy,58,9:45,CasSylTreMic,2,Inside,CasSyl,0.9,9,3,2,0,2,5,16,No,0.18125,0.064285714,0.064285714,Hetero.diff
6PF2,2-Jun,cloudy,58,10:05,All,4,Outside,CasSyl,0.9,16,0,1,1,3,2,21,No,0.192857143,0.058333333,0.058333333,Hetero.All
6PF2,2-Jun,cloudy,58,10:05,All,4,Outside,CasSyl,0.9,9,0,0,0,12,0,21,No,0.571428571,0,0,Hetero.All
6PF2,2-Jun,cloudy,58,10:05,All,4,Outside,CasSyl,0.9,12,1,0,0,0,1,13,No,0.007692308,0.007692308,0.007692308,Hetero.All
6PF2,2-Jun,cloudy,58,10:05,All,11,Inside,CasSyl,1.1,23,0,4,3,1,7,31,No,0.143548387,0.115,0.115,Hetero.All
6PF2,2-Jun,cloudy,58,10:05,All,11,Inside,CasSyl,1.1,12,1,0,0,7,1,20,No,0.355,0.007692308,0.007692308,Hetero.All
6PF2,2-Jun,cloudy,58,10:05,All,11,Inside,CasSyl,1.1,16,2,0,0,0,2,18,No,0.011111111,0.011111111,0.011111111,Hetero.All
6PF2,2-Jun,cloudy,66,10:55,CasSylCelIgu,3,Outside,CasSyl,1,20,0,0,0,0,0,20,No,0,0,0,Hetero.diff
6PF2,2-Jun,cloudy,66,10:55,CasSylCelIgu,3,Outside,CasSyl,1,14,2,5,0,0,7,21,No,0.080952381,0.080952381,0.080952381,Hetero.diff
6PF2,2-Jun,cloudy,66,10:55,CasSylCelIgu,3,Outside,CasSyl,1,17,2,1,0,0,3,20,No,0.025,0.025,0.025,Hetero.diff
6PF2,2-Jun,cloudy,66,10:55,CasSylCelIgu,4,Inside,CasSyl,0.9,15,0,0,0,0,0,15,No,0,0,0,Hetero.diff
6PF2,2-Jun,cloudy,66,10:55,CasSylCelIgu,4,Inside,CasSyl,0.9,15,2,0,0,0,2,17,No,0.011764706,0.011764706,0.011764706,Hetero.diff
6PF2,2-Jun,cloudy,66,10:55,CasSylCelIgu,4,Inside,CasSyl,0.9,13,1,0,0,0,1,14,No,0.007142857,0.007142857,0.007142857,Hetero.diff
6PF2,2-Jun,cloudy,67,11:30,CasSyl,1,Outside,CasSyl,0.7,7,0,4,0,0,4,11,No,0.109090909,0.109090909,0.109090909,Intra
6PF2,2-Jun,cloudy,67,11:30,CasSyl,1,Outside,CasSyl,0.7,19,0,3,0,0,3,22,No,0.040909091,0.040909091,0.040909091,Intra
6PF2,2-Jun,cloudy,67,11:30,CasSyl,1,Outside,CasSyl,0.7,17,0,0,0,0,0,17,No,0,0,0,Intra
6PF2,2-Jun,cloudy,67,11:30,CasSyl,2,Inside,CasSyl,0.9,2,4,2,3,0,9,11,No,0.295454545,0.295454545,0.295454545,Intra
6PF2,2-Jun,cloudy,67,11:30,CasSyl,2,Inside,CasSyl,0.9,16,4,0,0,0,4,20,No,0.02,0.02,0.02,Intra
6PF2,2-Jun,cloudy,67,11:30,CasSyl,2,Inside,CasSyl,0.9,13,1,0,0,0,1,14,No,0.007142857,0.007142857,0.007142857,Intra
6PF2,2-Jun,cloudy,67,11:30,CasSyl,3,Inside,CasSyl,1,10,4,0,1,4,5,19,No,0.271052632,0.076666667,0.076666667,Intra
6PF2,2-Jun,cloudy,67,11:30,CasSyl,3,Inside,CasSyl,1,17,0,0,0,4,0,21,No,0.19047619,0,0,Intra
6PF2,2-Jun,cloudy,67,11:30,CasSyl,3,Inside,CasSyl,1,10,1,1,0,0,2,12,No,0.033333333,0.033333333,0.033333333,Intra
6PF2,2-Jun,cloudy,67,11:30,CasSyl,4,Inside,CasSyl,1.1,3,4,2,0,5,6,14,No,0.428571429,0.111111111,0.111111111,Intra
6PF2,2-Jun,cloudy,67,11:30,CasSyl,4,Inside,CasSyl,1.1,8,3,0,0,0,3,11,No,0.027272727,0.027272727,0.027272727,Intra
6PF2,2-Jun,cloudy,67,11:30,CasSyl,4,Inside,CasSyl,1.1,10,1,0,0,0,1,11,No,0.009090909,0.009090909,0.009090909,Intra
6PF2,3-Jun,cloudy,56,8:30,CasDecCasSyl,1,Outside,CasSyl,0.8,14,0,0,1,1,1,16,No,0.109375,0.05,0.05,Hetero.same
6PF2,3-Jun,cloudy,56,8:30,CasDecCasSyl,1,Outside,CasSyl,0.8,12,5,5,0,0,10,22,No,0.090909091,0.090909091,0.090909091,Hetero.same
6PF2,3-Jun,cloudy,56,8:30,CasDecCasSyl,1,Outside,CasSyl,0.8,16,0,0,0,1,0,17,No,0.058823529,0,0,Hetero.same
6PF2,3-Jun,cloudy,56,8:30,CasDecCasSyl,2,Inside,CasSyl,1,11,0,0,0,1,0,12,No,0.083333333,0,0,Hetero.same
6PF2,3-Jun,cloudy,56,8:30,CasDecCasSyl,2,Inside,CasSyl,1,9,3,3,0,0,6,15,No,0.08,0.08,0.08,Hetero.same
6PF2,3-Jun,cloudy,56,8:30,CasDecCasSyl,2,Inside,CasSyl,1,16,0,0,0,2,0,18,No,0.111111111,0,0,Hetero.same
6PF2,3-Jun,cloudy,56,8:42,AcnArbCasSyl,1,Outside,CasSyl,0.7,15,0,0,0,0,0,15,No,0,0,0,Hetero.diff
6PF2,3-Jun,cloudy,56,8:42,AcnArbCasSyl,1,Outside,CasSyl,0.7,13,0,0,0,0,0,13,No,0,0,0,Hetero.diff
6PF2,3-Jun,cloudy,56,8:42,AcnArbCasSyl,1,Outside,CasSyl,0.7,14,0,1,0,0,1,15,No,0.02,0.02,0.02,Hetero.diff
6PF2,3-Jun,cloudy,56,8:42,AcnArbCasSyl,2,Inside,CasSyl,1,15,2,0,0,0,2,17,No,0.011764706,0.011764706,0.011764706,Hetero.diff
6PF2,3-Jun,cloudy,56,8:42,AcnArbCasSyl,2,Inside,CasSyl,1,15,0,0,0,5,0,20,No,0.25,0,0,Hetero.diff
6PF2,3-Jun,cloudy,56,8:42,AcnArbCasSyl,2,Inside,CasSyl,1,15,0,0,0,0,0,15,No,0,0,0,Hetero.diff
2JM2,4-Jun,sunny,55,8:41,CapBacCasSyl,1,Outside,CasSyl,1.1,13,1,0,0,0,1,14,No,0.007142857,0.007142857,0.007142857,Hetero.diff
2JM2,4-Jun,sunny,55,8:41,CapBacCasSyl,1,Outside,CasSyl,1.1,16,1,0,0,0,1,17,No,0.005882353,0.005882353,0.005882353,Hetero.diff
2JM2,4-Jun,sunny,55,8:41,CapBacCasSyl,1,Outside,CasSyl,1.1,9,4,4,0,3,8,20,No,0.23,0.094117647,0.094117647,Hetero.diff
2JM2,4-Jun,sunny,55,8:41,CapBacCasSyl,2,Inside,CasSyl,0.9,9,0,0,0,0,0,9,No,0,0,0,Hetero.diff
2JM2,4-Jun,sunny,55,8:41,CapBacCasSyl,2,Inside,CasSyl,0.9,13,0,0,0,0,0,13,No,0,0,0,Hetero.diff
2JM2,4-Jun,sunny,55,8:41,CapBacCasSyl,2,Inside,CasSyl,0.9,12,0,2,0,2,2,16,No,0.1625,0.042857143,0.042857143,Hetero.diff
2JM2,4-Jun,sunny,60,9:16,CasSylTreMic,3,Outside,CasSyl,0.6,19,1,2,0,1,3,23,No,0.073913043,0.031818182,0.031818182,Hetero.diff
2JM2,4-Jun,sunny,60,9:16,CasSylTreMic,3,Outside,CasSyl,0.6,24,0,0,0,0,0,24,No,0,0,0,Hetero.diff
2JM2,4-Jun,sunny,60,9:16,CasSylTreMic,3,Outside,CasSyl,0.6,8,3,1,0,7,4,19,No,0.4,0.05,0.05,Hetero.diff
2JM2,4-Jun,sunny,60,9:16,CasSylTreMic,4,Inside,CasSyl,0.7,14,0,0,0,3,0,17,No,0.176470588,0,0,Hetero.diff
2JM2,4-Jun,sunny,60,9:16,CasSylTreMic,4,Inside,CasSyl,0.7,5,3,0,0,1,3,9,No,0.144444444,0.0375,0.0375,Hetero.diff
2JM2,4-Jun,sunny,60,9:16,CasSylTreMic,4,Inside,CasSyl,0.7,3,1,0,0,9,1,13,No,0.7,0.025,0.025,Hetero.diff
2JM2,4-Jun,sunny,60,9:38,AcnArbCasSyl,3,Outside,CasSyl,0.6,13,1,1,1,0,3,16,No,0.071875,0.071875,0.071875,Hetero.diff
2JM2,4-Jun,sunny,60,9:38,AcnArbCasSyl,3,Outside,CasSyl,0.6,14,1,2,0,2,3,19,No,0.142105263,0.041176471,0.041176471,Hetero.diff
2JM2,4-Jun,sunny,60,9:38,AcnArbCasSyl,3,Outside,CasSyl,0.6,17,1,0,0,2,1,20,No,0.105,0.005555556,0.005555556,Hetero.diff
2JM2,4-Jun,sunny,60,9:38,AcnArbCasSyl,4,Inside,CasSyl,0.7,13,2,0,0,1,2,16,No,0.075,0.013333333,0.013333333,Hetero.diff
2JM2,4-Jun,sunny,60,9:38,AcnArbCasSyl,4,Inside,CasSyl,0.7,14,0,0,0,0,0,14,No,0,0,0,Hetero.diff
2JM2,4-Jun,sunny,60,9:38,AcnArbCasSyl,4,Inside,CasSyl,0.7,16,0,0,0,0,0,16,No,0,0,0,Hetero.diff
2JM2,4-Jun,sunny,60,10:42,CasSyl,1,Outside,CasSyl,0.8,10,2,0,0,2,2,14,No,0.157142857,0.016666667,0.016666667,Intra
2JM2,4-Jun,sunny,60,10:42,CasSyl,1,Outside,CasSyl,0.8,11,1,1,0,0,2,13,No,0.030769231,0.030769231,0.030769231,Intra
2JM2,4-Jun,sunny,60,10:42,CasSyl,1,Outside,CasSyl,0.8,12,1,0,0,2,1,15,No,0.14,0.007692308,0.007692308,Intra
2JM2,4-Jun,sunny,60,10:42,CasSyl,2,Inside,CasSyl,1,10,3,1,0,2,4,16,No,0.1625,0.042857143,0.042857143,Intra
2JM2,4-Jun,sunny,60,10:42,CasSyl,2,Inside,CasSyl,1,16,1,2,1,0,4,20,No,0.0725,0.0725,0.0725,Intra
2JM2,4-Jun,sunny,60,10:42,CasSyl,2,Inside,CasSyl,1,9,0,0,0,5,0,14,No,0.357142857,0,0,Intra
