Site,Treatment,Plant Species,Plant,total_bugs,HerbivoryRatePlantLevel,Sum(p_x_lp),rich,Plot_Classification,density_intra
4AJ,AcnArbCelIgu,AcnArb,2,2,0,0.405465108,2,Hetero.diff,12
4AJ,AcnArbCelIgu,CelIgu,3,0,0,0,0,Hetero.diff,12
4AJ,AcnArbCelIgu,CelIgu,4,0,0,0,0,Hetero.diff,12
4AJ,AcnArbTreMic,AcnArb,1,59,0,0.59786992,4,Hetero.diff,12
4AJ,AcnArbTreMic,AcnArb,2,110,0,0.600919869,4,Hetero.diff,12
4AJ,AcnArbTreMic,TreMic,3,0,0,0,0,Hetero.diff,12
4AJ,AcnArbTreMic,TreMic,4,1,0,0.693147181,1,Hetero.diff,12
4AJ,All,AcnArb,3,3,0,0.287682072,3,Hetero.All,4
4AJ,All,AcnArb,6,75,0,0.392221126,8,Hetero.All,4
4AJ,All,CapBac,9,3,0,0.287682072,3,Hetero.All,4
4AJ,All,CapBac,11,3,0,0.287682072,3,Hetero.All,4
