Site,Date,Weather,Temperature,Time,Treatment,Plant,Position,Plant_Species,Height(meters),0(percent herbivory),less10(percent herbivory),10to50(percent herbivory),>greater50(percent herbivory),100(percent herbivory),herb_leaves,total_leaves,Stress,Total_Herbivory,Herbivory_not_including_100,Herbiv.AT,Plot_Classification
1JM1,31-May,partly cloudy,69,15:10,All,4,Outside,TreMic,0.9,0,0,0,0,13,0,13,Yes,1,0,1,Hetero.All
1JM1,31-May,partly cloudy,69,15:10,All,4,Outside,TreMic,0.9,0,0,0,0,12,0,12,Yes,1,0,1,Hetero.All
1JM1,31-May,partly cloudy,69,15:10,All,7,Inside,TreMic,0.9,0,0,0,0,32,0,32,Yes,1,0,1,Hetero.All
1JM1,31-May,partly cloudy,69,15:10,All,7,Inside,TreMic,0.9,0,0,0,0,7,0,7,Yes,1,0,1,Hetero.All
1JM1,31-May,partly cloudy,69,15:10,All,7,Inside,TreMic,0.9,0,0,0,0,5,0,5,Yes,1,0,1,Hetero.All
1JM1,31-May,partly cloudy,69,16:14,CelIguTreMic,1,Outside,TreMic,2.1,5,1,1,3,59,5,69,Yes,0.893478261,0.265,0.893478261,Hetero.same
1JM1,31-May,partly cloudy,69,16:14,CelIguTreMic,1,Outside,TreMic,2.1,19,4,0,3,12,7,38,Yes,0.385526316,0.101923077,0.385526316,Hetero.same
1JM1,31-May,partly cloudy,69,16:14,CelIguTreMic,1,Outside,TreMic,2.1,2,0,1,1,15,2,19,Yes,0.844736842,0.2625,0.844736842,Hetero.same
1JM1,31-May,partly cloudy,69,16:14,CelIguTreMic,2,Inside,TreMic,2.6,24,2,2,0,30,4,58,No,0.531034483,0.028571429,0.531034483,Hetero.same
1JM1,31-May,partly cloudy,69,16:14,CelIguTreMic,2,Inside,TreMic,2.6,1,0,0,1,44,1,46,No,0.972826087,0.375,0.972826087,Hetero.same
1JM1,31-May,partly cloudy,69,16:14,CelIguTreMic,2,Inside,TreMic,2.6,3,3,4,0,23,7,33,No,0.742424242,0.15,0.742424242,Hetero.same
1JM1,2-Jun,sunny,78,14:32,AcnArbTreMic,1,Outside,TreMic,1.7,0,3,0,0,10,3,13,No,0.792307692,0.1,0.792307692,Hetero.diff
1JM1,2-Jun,sunny,78,14:32,AcnArbTreMic,1,Outside,TreMic,1.7,35,3,2,0,0,5,40,No,0.0225,0.0225,0.0225,Hetero.diff
1JM1,2-Jun,sunny,78,14:32,AcnArbTreMic,1,Outside,TreMic,1.7,15,2,0,0,2,2,19,No,0.115789474,0.011764706,0.115789474,Hetero.diff
1JM1,2-Jun,sunny,78,14:32,AcnArbTreMic,2,Inside,TreMic,2.6,16,2,3,1,5,6,27,No,0.253703704,0.084090909,0.253703704,Hetero.diff
1JM1,2-Jun,sunny,78,14:32,AcnArbTreMic,2,Inside,TreMic,2.6,0,0,0,0,12,0,12,No,1,0,1,Hetero.diff
1JM1,2-Jun,sunny,78,14:32,AcnArbTreMic,2,Inside,TreMic,2.6,8,2,3,0,5,5,18,No,0.338888889,0.084615385,0.338888889,Hetero.diff
1JM1,2-Jun,sunny,78,16:50,TreMic,1,Outside,TreMic,2.9,9,2,0,0,10,2,21,No,0.485714286,0.018181818,0.485714286,Intra
1JM1,2-Jun,sunny,78,16:50,TreMic,1,Outside,TreMic,2.9,5,1,0,3,8,4,17,No,0.608823529,0.261111111,0.608823529,Intra
1JM1,2-Jun,sunny,78,16:50,TreMic,1,Outside,TreMic,2.9,9,4,1,0,1,5,15,No,0.113333333,0.05,0.113333333,Intra
1JM1,2-Jun,sunny,78,16:50,TreMic,2,Inside,TreMic,3.2,5,3,1,0,4,4,13,No,0.353846154,0.066666667,0.353846154,Intra
1JM1,2-Jun,sunny,78,16:50,TreMic,2,Inside,TreMic,3.2,5,1,3,0,0,4,9,No,0.111111111,0.111111111,0.111111111,Intra
1JM1,2-Jun,sunny,78,16:50,TreMic,2,Inside,TreMic,3.2,7,0,3,1,0,4,11,No,0.15,0.15,0.15,Intra
1JM1,2-Jun,sunny,78,16:50,TreMic,3,Inside,TreMic,3.8,6,1,4,0,2,5,13,No,0.253846154,0.118181818,0.253846154,Intra
1JM1,2-Jun,sunny,78,16:50,TreMic,3,Inside,TreMic,3.8,9,1,0,0,0,1,10,No,0.01,0.01,0.01,Intra
1JM1,2-Jun,sunny,78,16:50,TreMic,3,Inside,TreMic,3.8,5,2,1,0,6,3,14,No,0.464285714,0.0625,0.464285714,Intra
1JM1,2-Jun,sunny,78,16:50,TreMic,4,Inside,TreMic,3.6,4,4,1,0,1,5,10,No,0.17,0.077777778,0.17,Intra
1JM1,2-Jun,sunny,78,16:50,TreMic,4,Inside,TreMic,3.6,2,3,0,0,7,3,12,No,0.608333333,0.06,0.608333333,Intra
1JM1,2-Jun,sunny,78,16:50,TreMic,4,Inside,TreMic,3.6,5,4,3,0,3,7,15,No,0.286666667,0.108333333,0.286666667,Intra
3SS,31-May,sunny,63,10:05,AcnArbTreMic,3,Outside,TreMic,1.3,17,4,1,1,15,6,38,No,0.432894737,0.063043478,0.432894737,Hetero.diff
3SS,31-May,sunny,63,10:05,AcnArbTreMic,3,Outside,TreMic,1.3,15,4,0,0,19,4,38,No,0.510526316,0.021052632,0.510526316,Hetero.diff
3SS,31-May,sunny,63,10:05,AcnArbTreMic,3,Outside,TreMic,1.3,29,1,2,0,15,3,47,No,0.334042553,0.021875,0.334042553,Hetero.diff
3SS,31-May,sunny,63,10:05,AcnArbTreMic,4,Inside,TreMic,1.3,33,1,5,0,2,6,41,No,0.087804878,0.041025641,0.087804878,Hetero.diff
3SS,31-May,sunny,63,10:05,AcnArbTreMic,4,Inside,TreMic,1.3,20,0,6,2,2,8,30,No,0.176666667,0.117857143,0.176666667,Hetero.diff
3SS,31-May,sunny,63,10:05,AcnArbTreMic,4,Inside,TreMic,1.3,27,4,7,0,3,11,41,No,0.134146341,0.065789474,0.134146341,Hetero.diff
3SS,31-May,sunny,61,9:10,CapBacTreMic,3,Outside,TreMic,2.2,44,2,3,2,5,7,56,Yes,0.135714286,0.050980392,0.135714286,Hetero.diff
3SS,31-May,sunny,61,9:10,CapBacTreMic,3,Outside,TreMic,2.2,46,0,3,1,4,4,54,Yes,0.10462963,0.033,0.10462963,Hetero.diff
3SS,31-May,sunny,61,9:10,CapBacTreMic,3,Outside,TreMic,2.2,15,0,1,1,0,2,17,Yes,0.061764706,0.061764706,0.061764706,Hetero.diff
3SS,31-May,sunny,61,9:10,CapBacTreMic,4,Inside,TreMic,2.4,45,3,2,1,65,6,116,No,0.574568966,0.032352941,0.574568966,Hetero.diff
3SS,31-May,sunny,61,9:10,CapBacTreMic,4,Inside,TreMic,2.4,67,17,4,1,3,22,92,No,0.072282609,0.041011236,0.072282609,Hetero.diff
3SS,31-May,sunny,61,9:10,CapBacTreMic,4,Inside,TreMic,2.4,10,1,2,0,5,3,18,No,0.316666667,0.053846154,0.316666667,Hetero.diff
3SS,1-Jun,cloudy,61,11:14,TreMic,1,Outside,TreMic,1.5,8,0,1,0,6,1,15,No,0.42,0.033333333,0.42,Intra
3SS,1-Jun,cloudy,61,11:14,TreMic,1,Outside,TreMic,1.5,36,2,0,0,3,2,41,No,0.07804878,0.005263158,0.07804878,Intra
3SS,1-Jun,cloudy,61,11:14,TreMic,1,Outside,TreMic,1.5,18,6,2,0,2,8,28,No,0.114285714,0.046153846,0.114285714,Intra
3SS,1-Jun,cloudy,61,11:14,TreMic,2,Inside,TreMic,1.7,41,2,9,0,22,11,74,No,0.336486486,0.055769231,0.336486486,Intra
3SS,1-Jun,cloudy,61,11:14,TreMic,2,Inside,TreMic,1.7,52,2,1,0,1,3,56,No,0.026785714,0.009090909,0.026785714,Intra
3SS,1-Jun,cloudy,61,11:14,TreMic,2,Inside,TreMic,1.7,15,0,0,0,0,0,15,No,0,0,0,Intra
3SS,1-Jun,cloudy,61,11:14,TreMic,3,Inside,TreMic,1.8,66,0,6,0,18,6,90,No,0.22,0.025,0.22,Intra
3SS,1-Jun,cloudy,61,11:14,TreMic,3,Inside,TreMic,1.8,59,0,8,0,18,8,85,No,0.24,0.035820896,0.24,Intra
3SS,1-Jun,cloudy,61,11:14,TreMic,3,Inside,TreMic,1.8,26,0,1,0,4,1,31,No,0.138709677,0.011111111,0.138709677,Intra
3SS,1-Jun,cloudy,61,11:14,TreMic,4,Inside,TreMic,1.9,33,2,0,0,7,2,42,No,0.171428571,0.005714286,0.171428571,Intra
3SS,1-Jun,cloudy,61,11:14,TreMic,4,Inside,TreMic,1.9,31,2,0,0,8,2,41,No,0.2,0.006060606,0.2,Intra
3SS,1-Jun,cloudy,61,11:14,TreMic,4,Inside,TreMic,1.9,34,0,1,0,3,1,38,No,0.086842105,0.008571429,0.086842105,Intra
3SS,1-Jun,partly cloudy,71,15:30,CelIguTreMic,1,Outside,TreMic,2,15,3,1,0,0,4,19,No,0.031578947,0.031578947,0.031578947,Hetero.same
3SS,1-Jun,partly cloudy,71,15:30,CelIguTreMic,1,Outside,TreMic,2,17,5,9,0,4,14,35,No,0.205714286,0.103225806,0.205714286,Hetero.same
3SS,1-Jun,partly cloudy,71,15:30,CelIguTreMic,1,Outside,TreMic,2,25,9,4,0,4,13,42,No,0.145238095,0.055263158,0.145238095,Hetero.same
3SS,1-Jun,partly cloudy,71,15:30,CelIguTreMic,2,Inside,TreMic,2.3,20,1,1,0,3,2,25,No,0.136,0.018181818,0.136,Hetero.same
3SS,1-Jun,partly cloudy,71,15:30,CelIguTreMic,2,Inside,TreMic,2.3,23,3,6,0,2,9,34,No,0.120588235,0.065625,0.120588235,Hetero.same
3SS,1-Jun,partly cloudy,71,15:30,CelIguTreMic,2,Inside,TreMic,2.3,16,2,1,0,2,3,21,No,0.119047619,0.026315789,0.119047619,Hetero.same
3SS,1-Jun,sunny,71,15:52,CasDecTreMic,1,Outside,TreMic,2.4,57,3,8,1,2,12,71,No,0.076760563,0.05,0.076760563,Hetero.diff
3SS,1-Jun,sunny,71,15:52,CasDecTreMic,1,Outside,TreMic,2.4,52,4,11,0,8,15,75,No,0.156,0.055223881,0.156,Hetero.diff
3SS,1-Jun,sunny,71,15:52,CasDecTreMic,1,Outside,TreMic,2.4,8,1,1,1,1,3,12,No,0.179166667,0.104545455,0.179166667,Hetero.diff
3SS,1-Jun,sunny,71,15:52,CasDecTreMic,2,Inside,TreMic,3,86,2,4,3,6,9,101,No,0.095544554,0.038421053,0.095544554,Hetero.diff
3SS,1-Jun,sunny,71,15:52,CasDecTreMic,2,Inside,TreMic,3,12,0,1,0,13,1,26,No,0.511538462,0.023076923,0.511538462,Hetero.diff
3SS,1-Jun,sunny,71,15:52,CasDecTreMic,2,Inside,TreMic,3,6,4,7,0,9,11,26,No,0.442307692,0.147058824,0.442307692,Hetero.diff
3SS,5-Jun,sunny,66,10:16,All,7,Inside,TreMic,2,16,1,2,0,7,3,26,No,0.296153846,0.036842105,0.296153846,Hetero.All
3SS,5-Jun,sunny,66,10:16,All,7,Inside,TreMic,2,33,3,7,3,12,13,58,No,0.287068966,0.101086957,0.287068966,Hetero.All
3SS,5-Jun,sunny,66,10:16,All,7,Inside,TreMic,2,34,3,1,1,5,5,44,No,0.144318182,0.034615385,0.144318182,Hetero.All
3SS,5-Jun,sunny,66,10:16,All,11,Inside,TreMic,1.4,23,4,4,1,1,9,33,No,0.101515152,0.0734375,0.101515152,Hetero.All
3SS,5-Jun,sunny,66,10:16,All,11,Inside,TreMic,1.4,18,0,1,0,1,1,20,No,0.065,0.015789474,0.065,Hetero.All
3SS,5-Jun,sunny,66,10:16,All,11,Inside,TreMic,1.4,17,1,1,0,0,2,19,No,0.021052632,0.021052632,0.021052632,Hetero.All
3SS,5-Jun,sunny,66,10:30,CasSylTreMic,1,Outside,TreMic,1.2,23,0,0,0,0,0,23,No,0,0,0,Hetero.diff
3SS,5-Jun,sunny,66,10:30,CasSylTreMic,1,Outside,TreMic,1.2,26,0,2,1,2,3,31,No,0.108064516,0.046551724,0.108064516,Hetero.diff
3SS,5-Jun,sunny,66,10:30,CasSylTreMic,1,Outside,TreMic,1.2,15,0,2,1,0,3,18,No,0.075,0.075,0.075,Hetero.diff
3SS,5-Jun,sunny,66,10:30,CasSylTreMic,2,Inside,TreMic,2.1,27,3,2,0,7,5,39,No,0.202564103,0.028125,0.202564103,Hetero.diff
3SS,5-Jun,sunny,66,10:30,CasSylTreMic,2,Inside,TreMic,2.1,15,2,2,1,0,5,20,No,0.0775,0.0775,0.0775,Hetero.diff
3SS,5-Jun,sunny,66,10:30,CasSylTreMic,2,Inside,TreMic,2.1,21,1,1,0,2,2,25,No,0.096,0.017391304,0.096,Hetero.diff
6PF2,2-Jun,cloudy,56,8:23,CasDecTreMic,3,Outside,TreMic,1.5,0,0,0,0,21,0,21,No,1,0,1,Hetero.diff
6PF2,2-Jun,cloudy,56,8:23,CasDecTreMic,3,Outside,TreMic,1.5,0,0,0,0,24,0,24,No,1,0,1,Hetero.diff
6PF2,2-Jun,cloudy,56,8:23,CasDecTreMic,3,Outside,TreMic,1.5,0,0,0,0,8,0,8,No,1,0,1,Hetero.diff
6PF2,2-Jun,cloudy,56,8:23,CasDecTreMic,4,Inside,TreMic,1.9,0,0,2,1,33,3,36,No,0.954166667,0.45,0.954166667,Hetero.diff
6PF2,2-Jun,cloudy,56,8:23,CasDecTreMic,4,Inside,TreMic,1.9,0,0,0,0,11,0,11,No,1,0,1,Hetero.diff
6PF2,2-Jun,cloudy,56,8:23,CasDecTreMic,4,Inside,TreMic,1.9,0,0,5,1,35,6,41,No,0.908536585,0.375,0.908536585,Hetero.diff
6PF2,2-Jun,cloudy,58,9:45,CasSylTreMic,3,Outside,TreMic,1.7,0,0,0,0,11,0,11,No,1,0,1,Hetero.diff
6PF2,2-Jun,cloudy,58,9:45,CasSylTreMic,3,Outside,TreMic,1.7,0,0,0,0,14,0,14,No,1,0,1,Hetero.diff
6PF2,2-Jun,cloudy,58,9:45,CasSylTreMic,3,Outside,TreMic,1.7,1,1,5,0,52,6,59,No,0.908474576,0.228571429,0.908474576,Hetero.diff
6PF2,2-Jun,cloudy,58,9:45,CasSylTreMic,4,Inside,TreMic,1.5,0,1,5,2,2,8,10,No,0.51,0.3875,0.51,Hetero.diff
6PF2,2-Jun,cloudy,58,9:45,CasSylTreMic,4,Inside,TreMic,1.5,0,0,4,2,5,6,11,No,0.7,0.45,0.7,Hetero.diff
6PF2,2-Jun,cloudy,58,9:45,CasSylTreMic,4,Inside,TreMic,1.5,4,2,5,1,22,8,34,No,0.719117647,0.204166667,0.719117647,Hetero.diff
6PF2,2-Jun,cloudy,58,10:05,All,2,Outside,TreMic,0.7,0,0,0,0,7,0,7,No,1,0,1,Hetero.All
6PF2,2-Jun,cloudy,58,10:05,All,2,Outside,TreMic,0.7,0,0,0,0,6,0,6,No,1,0,1,Hetero.All
6PF2,2-Jun,cloudy,58,10:05,All,2,Outside,TreMic,0.7,3,0,0,0,6,0,9,No,0.666666667,0,0.666666667,Hetero.All
6PF2,2-Jun,cloudy,58,10:05,All,9,Inside,TreMic,1.2,0,0,0,0,11,0,11,No,1,0,1,Hetero.All
6PF2,2-Jun,cloudy,58,10:05,All,9,Inside,TreMic,1.2,0,0,0,0,7,0,7,No,1,0,1,Hetero.All
6PF2,2-Jun,cloudy,58,10:05,All,9,Inside,TreMic,1.2,4,2,0,0,2,2,8,No,0.275,0.033333333,0.275,Hetero.All
6PF2,2-Jun,cloudy,67,11:44,TreMic,1,Outside,TreMic,1.4,0,0,0,0,20,0,20,No,1,0,1,Intra
6PF2,2-Jun,cloudy,67,11:44,TreMic,1,Outside,TreMic,1.4,5,0,0,0,15,0,20,No,0.75,0,0.75,Intra
6PF2,2-Jun,cloudy,67,11:44,TreMic,1,Outside,TreMic,1.4,6,0,0,0,0,0,6,No,0,0,0,Intra
6PF2,2-Jun,cloudy,67,11:44,TreMic,2,Inside,TreMic,1.1,0,0,0,0,22,0,22,No,1,0,1,Intra
6PF2,2-Jun,cloudy,67,11:44,TreMic,2,Inside,TreMic,1.1,9,0,0,0,10,0,19,No,0.526315789,0,0.526315789,Intra
6PF2,2-Jun,cloudy,67,11:44,TreMic,2,Inside,TreMic,1.1,6,0,0,0,10,0,16,No,0.625,0,0.625,Intra
6PF2,2-Jun,cloudy,67,11:44,TreMic,3,Inside,TreMic,1.7,0,0,0,0,26,0,26,No,1,0,1,Intra
6PF2,2-Jun,cloudy,67,11:44,TreMic,3,Inside,TreMic,1.7,0,0,3,0,16,3,19,No,0.889473684,0.3,0.889473684,Intra
6PF2,2-Jun,cloudy,67,11:44,TreMic,3,Inside,TreMic,1.7,6,2,3,0,18,5,29,No,0.65862069,0.1,0.65862069,Intra
6PF2,2-Jun,cloudy,67,11:44,TreMic,4,Inside,TreMic,1.3,0,0,0,0,6,0,6,No,1,0,1,Intra
6PF2,2-Jun,cloudy,67,11:44,TreMic,4,Inside,TreMic,1.3,0,0,0,0,10,0,10,No,1,0,1,Intra
6PF2,2-Jun,cloudy,67,11:44,TreMic,4,Inside,TreMic,1.3,2,0,0,0,9,0,11,No,0.818181818,0,0.818181818,Intra
6PF2,2-Jun,cloudy,67,11:57,CapBacTreMic,1,Outside,TreMic,1.6,4,1,2,0,6,3,13,No,0.515384615,0.1,0.515384615,Hetero.diff
6PF2,2-Jun,cloudy,67,11:57,CapBacTreMic,1,Outside,TreMic,1.6,9,4,2,0,4,6,19,No,0.263157895,0.066666667,0.263157895,Hetero.diff
6PF2,2-Jun,cloudy,67,11:57,CapBacTreMic,1,Outside,TreMic,1.6,8,0,1,0,0,1,9,No,0.033333333,0.033333333,0.033333333,Hetero.diff
6PF2,2-Jun,cloudy,67,11:57,CapBacTreMic,2,Inside,TreMic,2.2,24,5,3,2,1,10,35,No,0.111428571,0.085294118,0.111428571,Hetero.diff
6PF2,2-Jun,cloudy,67,11:57,CapBacTreMic,2,Inside,TreMic,2.2,12,1,1,0,0,2,14,No,0.028571429,0.028571429,0.028571429,Hetero.diff
6PF2,2-Jun,cloudy,67,11:57,CapBacTreMic,2,Inside,TreMic,2.2,7,2,3,1,0,6,13,No,0.142307692,0.142307692,0.142307692,Hetero.diff
6PF2,3-Jun,sunny,61,9:13,AcnArbTreMic,3,Outside,TreMic,2.1,21,4,5,2,7,11,39,No,0.266666667,0.10625,0.266666667,Hetero.diff
6PF2,3-Jun,sunny,61,9:13,AcnArbTreMic,3,Outside,TreMic,2.1,10,2,2,2,0,6,16,No,0.14375,0.14375,0.14375,Hetero.diff
6PF2,3-Jun,sunny,61,9:13,AcnArbTreMic,3,Outside,TreMic,2.1,9,1,4,1,6,6,21,No,0.383333333,0.136666667,0.383333333,Hetero.diff
6PF2,3-Jun,sunny,61,9:13,AcnArbTreMic,4,Inside,TreMic,2.6,4,0,5,4,1,9,14,No,0.392857143,0.346153846,0.392857143,Hetero.diff
6PF2,3-Jun,sunny,61,9:13,AcnArbTreMic,4,Inside,TreMic,2.6,18,2,1,0,2,3,23,No,0.108695652,0.023809524,0.108695652,Hetero.diff
6PF2,3-Jun,sunny,61,9:13,AcnArbTreMic,4,Inside,TreMic,2.6,16,1,5,8,5,14,35,No,0.36,0.253333333,0.36,Hetero.diff
6PF2,3-Jun,sunny,61,9:36,CelIguTreMic,1,Outside,TreMic,1.5,9,0,6,1,4,7,20,No,0.3275,0.159375,0.3275,Hetero.same
6PF2,3-Jun,sunny,61,9:36,CelIguTreMic,1,Outside,TreMic,1.5,0,0,0,0,15,0,15,No,1,0,1,Hetero.same
6PF2,3-Jun,sunny,61,9:36,CelIguTreMic,1,Outside,TreMic,1.5,9,2,3,1,5,6,20,No,0.3425,0.123333333,0.3425,Hetero.same
6PF2,3-Jun,sunny,61,9:36,CelIguTreMic,2,Inside,TreMic,2.2,12,2,1,2,3,5,20,No,0.25,0.117647059,0.25,Hetero.same
6PF2,3-Jun,sunny,61,9:36,CelIguTreMic,2,Inside,TreMic,2.2,9,1,3,1,1,5,15,No,0.183333333,0.125,0.183333333,Hetero.same
6PF2,3-Jun,sunny,61,9:36,CelIguTreMic,2,Inside,TreMic,2.2,89,5,12,1,56,18,163,No,0.373312883,0.045327103,0.373312883,Hetero.same
2JM2,4-Jun,sunny,60,8:55,CelIguTreMic,1,Outside,TreMic,1.3,5,6,4,0,7,10,22,No,0.4,0.12,0.4,Hetero.same
2JM2,4-Jun,sunny,60,8:55,CelIguTreMic,1,Outside,TreMic,1.3,15,2,3,0,0,5,20,No,0.055,0.055,0.055,Hetero.same
2JM2,4-Jun,sunny,60,8:55,CelIguTreMic,1,Outside,TreMic,1.3,18,1,2,0,0,3,21,No,0.033333333,0.033333333,0.033333333,Hetero.same
2JM2,4-Jun,sunny,60,8:55,CelIguTreMic,2,Inside,TreMic,1.8,14,8,5,0,3,13,30,No,0.176666667,0.085185185,0.176666667,Hetero.same
2JM2,4-Jun,sunny,60,8:55,CelIguTreMic,2,Inside,TreMic,1.8,9,7,0,0,2,7,18,No,0.15,0.04375,0.15,Hetero.same
2JM2,4-Jun,sunny,60,8:55,CelIguTreMic,2,Inside,TreMic,1.8,18,1,4,0,0,5,23,No,0.056521739,0.056521739,0.056521739,Hetero.same
2JM2,4-Jun,sunny,60,9:16,CasSylTreMic,1,Outside,TreMic,1.4,10,2,4,6,2,12,24,No,0.329166667,0.268181818,0.329166667,Hetero.diff
2JM2,4-Jun,sunny,60,9:16,CasSylTreMic,1,Outside,TreMic,1.4,11,6,2,1,7,9,27,No,0.331481481,0.0975,0.331481481,Hetero.diff
2JM2,4-Jun,sunny,60,9:16,CasSylTreMic,1,Outside,TreMic,1.4,19,0,0,0,5,0,24,No,0.208333333,0,0.208333333,Hetero.diff
2JM2,4-Jun,sunny,60,9:16,CasSylTreMic,2,Inside,TreMic,1.1,6,0,4,0,0,4,10,No,0.12,0.12,0.12,Hetero.diff
2JM2,4-Jun,sunny,60,9:16,CasSylTreMic,2,Inside,TreMic,1.1,26,5,2,0,5,7,38,No,0.160526316,0.033333333,0.160526316,Hetero.diff
2JM2,4-Jun,sunny,60,9:16,CasSylTreMic,2,Inside,TreMic,1.1,18,0,1,1,19,2,39,No,0.514102564,0.0525,0.514102564,Hetero.diff
2JM2,4-Jun,sunny,60,10:55,CasDecTreMic,1,Outside,TreMic,1.8,4,3,16,5,3,24,31,No,0.382258065,0.316071429,0.382258065,Hetero.diff
2JM2,4-Jun,sunny,60,10:55,CasDecTreMic,1,Outside,TreMic,1.8,13,6,2,1,3,9,25,No,0.198,0.088636364,0.198,Hetero.diff
2JM2,4-Jun,sunny,60,10:55,CasDecTreMic,1,Outside,TreMic,1.8,6,4,15,3,1,22,29,No,0.281034483,0.255357143,0.281034483,Hetero.diff
2JM2,4-Jun,sunny,60,10:55,CasDecTreMic,2,Inside,TreMic,1.8,24,2,4,3,2,9,35,No,0.161428571,0.110606061,0.161428571,Hetero.diff
2JM2,4-Jun,sunny,60,10:55,CasDecTreMic,2,Inside,TreMic,1.8,12,4,7,1,2,12,26,No,0.201923077,0.135416667,0.201923077,Hetero.diff
2JM2,4-Jun,sunny,60,10:55,CasDecTreMic,2,Inside,TreMic,1.8,20,8,5,0,2,13,35,No,0.122857143,0.06969697,0.122857143,Hetero.diff
2JM2,4-Jun,sunny,60,11:32,AcnArbTreMic,3,Outside,TreMic,2.2,22,4,8,0,7,12,41,No,0.23902439,0.082352941,0.23902439,Hetero.diff
2JM2,4-Jun,sunny,60,11:32,AcnArbTreMic,3,Outside,TreMic,2.2,18,1,4,0,0,5,23,No,0.056521739,0.056521739,0.056521739,Hetero.diff
2JM2,4-Jun,sunny,60,11:32,AcnArbTreMic,3,Outside,TreMic,2.2,32,2,1,1,0,4,36,No,0.034722222,0.034722222,0.034722222,Hetero.diff
2JM2,4-Jun,sunny,60,11:32,AcnArbTreMic,4,Inside,TreMic,3,22,1,4,1,9,6,37,No,0.298648649,0.073214286,0.298648649,Hetero.diff
2JM2,4-Jun,sunny,60,11:32,AcnArbTreMic,4,Inside,TreMic,3,21,6,7,0,5,13,39,No,0.197435897,0.079411765,0.197435897,Hetero.diff
2JM2,4-Jun,sunny,60,11:32,AcnArbTreMic,4,Inside,TreMic,3,32,2,0,0,1,2,35,No,0.034285714,0.005882353,0.034285714,Hetero.diff
